vertex,fsaverage_vertex,parcel,mni152_r,mni152_a,mni152_s
4252,55435,SomMotB_Aud_4_LH,-70.145,-27.947,13.148
4253,55442,SomMotB_Aud_5_LH,-48.411,-28.487,13.197
4254,55483,Background+FreeSurfer_Defined_Medial_Wall,-6.782,-30.041,9.070
4255,55490,SomMotB_Aud_5_LH,-45.384,-27.662,11.568
4256,55504,TempPar_5_LH,-71.069,-30.287,3.976
4257,55515,DefaultB_Temp_7_LH,-52.835,-31.555,1.362
4258,55524,TempPar_5_LH,-62.187,-30.744,1.526
4259,55527,TempPar_5_LH,-65.420,-30.599,1.318
4260,55549,DefaultB_Temp_7_LH,-46.520,-29.776,-0.601
4261,55565,Background+FreeSurfer_Defined_Medial_Wall,-11.522,-29.717,-3.821
4262,55572,DefaultB_Temp_5_LH,-63.078,-28.898,-0.487
4263,55609,DefaultB_Temp_6_LH,-47.900,-28.405,-4.475
4264,55620,DefaultB_Temp_5_LH,-56.843,-27.352,-1.523
4265,55630,Background+FreeSurfer_Defined_Medial_Wall,-34.119,-29.708,-6.672
4266,55676,DefaultC_PHC_4_LH,-15.086,-30.167,-12.125
4267,55686,Background+FreeSurfer_Defined_Medial_Wall,-38.744,-30.507,-11.984
4268,55690,DefaultC_PHC_4_LH,-15.153,-30.382,-13.404
4269,55691,Background+FreeSurfer_Defined_Medial_Wall,-17.805,-30.015,-11.860
4270,55728,DefaultC_PHC_2_LH,-34.276,-31.307,-16.749
4271,55750,DefaultC_PHC_2_LH,-31.661,-30.630,-17.033
4272,55772,DefaultC_PHC_4_LH,-25.938,-31.392,-18.496
4273,55784,ContB_Temp_1_LH,-58.467,-30.530,-19.429
4274,55790,DefaultC_PHC_1_LH,-22.164,-32.284,-21.348
4275,55806,LimbicA_TempPole_10_LH,-41.663,-30.809,-20.345
4276,55811,ContB_Temp_1_LH,-62.503,-31.855,-21.801
4277,55813,ContB_Temp_1_LH,-65.414,-32.984,-24.129
4278,55814,ContB_Temp_1_LH,-66.991,-32.463,-22.752
4279,55815,ContB_Temp_1_LH,-68.500,-31.141,-21.149
4280,55827,LimbicA_TempPole_8_LH,-43.622,-32.286,-25.069
4281,55829,LimbicA_TempPole_8_LH,-44.896,-33.029,-25.661
4282,55847,LimbicA_TempPole_8_LH,-63.355,-30.884,-22.426
4283,55868,LimbicA_TempPole_8_LH,-58.310,-30.874,-29.121
4284,55869,LimbicA_TempPole_8_LH,-62.003,-31.016,-28.239
4285,55880,SomMotA_28_LH,-4.475,-29.702,77.355
4286,55888,SomMotA_22_LH,-18.391,-27.799,78.602
4287,55893,SomMotA_22_LH,-23.413,-28.596,77.705
4288,55909,SomMotA_28_LH,-10.273,-29.523,75.095
4289,56004,SomMotA_23_LH,-25.065,-28.459,67.791
4290,56019,SomMotA_24_LH,-1.027,-28.338,65.952
4291,56043,SomMotA_24_LH,-1.506,-28.281,62.947
4292,56074,SomMotA_20_LH,-14.273,-29.775,63.202
4293,56076,SomMotA_23_LH,-24.113,-28.578,61.671
4294,56078,SomMotA_16_LH,-33.662,-27.766,61.693
4295,56100,SomMotA_13_LH,-2.480,-28.546,59.759
4296,56102,SomMotA_13_LH,-3.441,-27.451,59.160
4297,56118,SomMotA_20_LH,-17.732,-28.673,59.955
4298,56145,SomMotA_20_LH,-21.625,-28.600,57.430
4299,56173,SomMotA_16_LH,-23.119,-27.691,56.371
4300,56178,SomMotA_9_LH,-46.007,-30.539,54.612
4301,56181,SomMotA_9_LH,-49.104,-29.943,54.935
4302,56190,SomMotA_4_LH,-44.858,-29.898,52.719
4303,56203,SalVentAttnA_ParMed_5_LH,-8.146,-29.776,48.301
4304,56210,DorsAttnB_PostC_3_LH,-60.295,-28.386,53.847
4305,56222,SalVentAttnA_ParMed_5_LH,-10.313,-30.151,46.851
4306,56233,DorsAttnB_PostC_5_LH,-40.909,-30.357,47.484
4307,56236,DorsAttnB_PostC_3_LH,-54.586,-26.759,50.181
4308,56261,DorsAttnB_PostC_5_LH,-37.793,-30.448,44.514
4309,56279,DefaultA_pCunPCC_10_LH,-4.726,-27.813,47.190
4310,56295,DorsAttnB_PostC_5_LH,-35.443,-30.706,41.809
4311,56299,DorsAttnB_PostC_3_LH,-50.030,-25.548,44.705
4312,56305,DefaultA_pCunPCC_10_LH,-9.197,-27.382,44.778
4313,56320,SalVentAttnA_ParMed_2_LH,-10.861,-27.577,42.940
4314,56322,SalVentAttnA_ParMed_2_LH,-16.390,-29.303,39.950
4315,56325,DorsAttnB_PostC_3_LH,-47.724,-26.080,42.499
4316,56328,SalVentAttnA_ParOper_5_LH,-60.538,-30.522,39.384
4317,56362,SalVentAttnA_ParMed_2_LH,-14.888,-28.402,38.536
4318,56370,DorsAttnB_PostC_5_LH,-45.266,-27.421,39.139
4319,56372,SalVentAttnA_ParOper_5_LH,-59.474,-30.675,36.906
4320,56379,DorsAttnB_PostC_5_LH,-44.337,-27.684,38.841
4321,56388,SalVentAttnA_ParOper_5_LH,-57.666,-31.416,34.425
4322,56405,ContC_Cingp_2_LH,-2.677,-28.453,27.426
4323,56409,SalVentAttnA_ParOper_3_LH,-60.771,-32.312,30.284
4324,56415,SalVentAttnA_ParOper_1_LH,-49.906,-31.389,26.712
4325,56460,SalVentAttnA_ParOper_1_LH,-46.987,-31.461,25.788
4326,56464,SalVentAttnA_ParOper_3_LH,-62.253,-32.318,26.085
4327,56503,SomMotB_Aud_7_LH,-40.334,-28.981,17.479
4328,56507,SomMotB_S2_7_LH,-48.669,-31.716,18.926
4329,56520,SomMotB_Ins_1_LH,-34.351,-28.219,19.223
4330,56526,SomMotB_Ins_1_LH,-35.167,-27.990,18.349
4331,56530,Background+FreeSurfer_Defined_Medial_Wall,-4.069,-29.536,15.847
4332,56536,Background+FreeSurfer_Defined_Medial_Wall,-1.850,-29.429,15.110
4333,56547,Background+FreeSurfer_Defined_Medial_Wall,-7.924,-30.367,14.201
4334,56550,SomMotB_Ins_1_LH,-39.908,-28.057,15.746
4335,56577,SomMotB_Aud_5_LH,-42.246,-29.508,12.231
4336,56588,SomMotB_Aud_4_LH,-57.414,-27.570,13.885
4337,56591,SomMotB_Aud_4_LH,-59.597,-27.524,14.110
4338,56608,SomMotB_Aud_5_LH,-44.052,-28.291,9.975
4339,56613,TempPar_5_LH,-71.425,-29.485,6.489
4340,56640,TempPar_5_LH,-68.518,-29.937,0.615
4341,56641,TempPar_5_LH,-69.437,-29.831,1.077
4342,56645,DefaultB_Temp_7_LH,-48.386,-29.866,1.928
4343,56660,Background+FreeSurfer_Defined_Medial_Wall,-7.470,-28.504,-0.698
4344,56663,Background+FreeSurfer_Defined_Medial_Wall,-9.663,-28.649,-2.420
4345,56669,DefaultB_Temp_5_LH,-69.609,-28.129,0.258
4346,56679,DefaultB_Temp_5_LH,-65.374,-27.470,0.039
4347,56682,DefaultB_Temp_5_LH,-70.501,-27.545,-0.847
4348,56700,DefaultB_Temp_5_LH,-71.333,-27.861,-3.292
4349,56717,DefaultB_Temp_5_LH,-56.226,-26.617,-3.083
4350,56741,Background+FreeSurfer_Defined_Medial_Wall,-37.778,-30.019,-7.146
4351,56755,Background+FreeSurfer_Defined_Medial_Wall,-28.433,-28.754,-7.943
4352,56767,DefaultB_Temp_5_LH,-52.686,-27.643,-6.628
4353,56814,Background+FreeSurfer_Defined_Medial_Wall,-34.348,-29.677,-12.796
4354,56855,ContB_Temp_1_LH,-64.497,-32.059,-11.989
4355,56860,ContB_Temp_1_LH,-70.408,-30.143,-14.403
4356,56864,DefaultC_PHC_2_LH,-28.239,-30.446,-17.498
4357,56872,DefaultB_Temp_2_LH,-55.215,-29.823,-17.729
4358,56879,DefaultC_PHC_4_LH,-18.534,-30.586,-19.309
4359,56907,DefaultC_PHC_2_LH,-27.008,-29.560,-19.161
4360,56912,LimbicA_TempPole_10_LH,-44.220,-29.799,-20.440
4361,56918,ContB_Temp_1_LH,-64.435,-28.566,-22.539
4362,56922,DefaultC_PHC_1_LH,-24.200,-31.435,-21.731
4363,56932,ContB_Temp_1_LH,-65.880,-29.743,-24.036
4364,56945,LimbicA_TempPole_10_LH,-41.115,-30.351,-22.800
4365,56952,LimbicA_TempPole_8_LH,-42.716,-31.503,-26.857
4366,56953,LimbicA_TempPole_8_LH,-43.307,-32.129,-27.529
4367,56961,DefaultB_Temp_2_LH,-61.095,-29.567,-21.196
4368,56979,LimbicA_TempPole_10_LH,-30.036,-28.162,-28.837
4369,56997,SomMotA_24_LH,-3.498,-28.541,77.129
4370,57013,SomMotA_22_LH,-19.264,-27.114,76.976
4371,57035,SomMotA_23_LH,-17.556,-27.890,74.508
4372,57038,SomMotA_23_LH,-21.654,-27.134,74.534
4373,57041,SomMotA_23_LH,-25.321,-27.402,74.996
4374,57043,SomMotA_23_LH,-28.062,-27.615,74.785
4375,57051,SomMotA_23_LH,-24.854,-27.252,73.682
4376,57057,SomMotA_16_LH,-32.076,-27.952,73.813
4377,57069,SomMotA_16_LH,-34.471,-27.862,72.861
4378,57093,SomMotA_16_LH,-37.243,-26.575,69.739
4379,57094,SomMotA_16_LH,-39.375,-27.125,70.058
4380,57110,SomMotA_16_LH,-42.799,-27.507,69.635
4381,57114,SomMotA_28_LH,-14.231,-28.237,67.506
4382,57121,SomMotA_16_LH,-37.201,-26.160,67.953
4383,57159,SomMotA_20_LH,-14.629,-28.618,64.038
4384,57184,SomMotA_9_LH,-50.400,-28.720,63.736
4385,57211,SomMotA_16_LH,-38.323,-27.314,61.170
4386,57213,SomMotA_9_LH,-51.792,-28.599,61.699
4387,57245,SomMotA_9_LH,-52.525,-28.828,58.211
4388,57283,SomMotA_16_LH,-31.101,-26.918,56.017
4389,57290,SomMotA_4_LH,-51.565,-28.823,55.682
4390,57292,SomMotA_13_LH,-2.241,-27.281,56.011
4391,57299,SomMotA_16_LH,-25.427,-25.833,56.067
4392,57339,SomMotA_13_LH,-2.558,-28.800,50.266
4393,57344,SomMotA_16_LH,-33.986,-25.918,52.849
4394,57353,SalVentAttnA_ParMed_5_LH,-6.607,-28.962,48.936
4395,57367,DorsAttnB_PostC_5_LH,-43.380,-29.475,49.031
4396,57372,DorsAttnB_PostC_3_LH,-57.942,-25.860,52.589
4397,57375,SalVentAttnA_ParMed_5_LH,-10.240,-28.714,46.939
4398,57383,DorsAttnB_PostC_3_LH,-57.162,-25.383,51.375
4399,57387,DorsAttnB_PostC_3_LH,-61.731,-25.601,51.321
4400,57389,DorsAttnB_PostC_5_LH,-42.179,-29.853,47.120
4401,57412,DorsAttnB_PostC_5_LH,-43.516,-30.258,45.256
4402,57421,DorsAttnB_PostC_5_LH,-39.227,-29.758,43.981
4403,57439,DorsAttnB_PostC_3_LH,-53.009,-24.421,45.732
4404,57447,DorsAttnB_PostC_5_LH,-37.274,-29.508,42.623
4405,57456,SalVentAttnA_ParOper_5_LH,-66.609,-28.520,43.317
4406,57459,DefaultA_pCunPCC_7_LH,-3.950,-25.966,46.895
4407,57461,DefaultA_pCunPCC_7_LH,-7.759,-26.736,45.616
4408,57462,SalVentAttnA_ParMed_2_LH,-15.698,-28.669,41.198
4409,57473,DefaultA_pCunPCC_7_LH,-9.187,-26.601,44.571
4410,57480,DorsAttnB_PostC_3_LH,-49.963,-24.021,43.133
4411,57510,SalVentAttnA_ParOper_5_LH,-62.588,-30.548,39.014
4412,57556,SalVentAttnA_ParOper_5_LH,-63.293,-30.323,36.193
4413,57571,SalVentAttnA_ParOper_5_LH,-60.385,-29.508,32.478
4414,57574,SalVentAttnA_ParOper_3_LH,-60.813,-30.345,31.133
4415,57619,Background+FreeSurfer_Defined_Medial_Wall,-0.316,-27.583,25.176
4416,57621,Background+FreeSurfer_Defined_Medial_Wall,-1.314,-28.020,25.682
4417,57639,SalVentAttnA_ParOper_3_LH,-68.887,-30.691,26.124
4418,57643,SalVentAttnA_ParOper_3_LH,-51.130,-30.842,24.463
4419,57671,SomMotB_S2_3_LH,-35.487,-28.290,21.300
4420,57686,SomMotB_S2_7_LH,-50.958,-31.455,20.489
4421,57700,SalVentAttnA_ParOper_3_LH,-52.556,-30.644,18.865
4422,57708,SomMotB_S2_7_LH,-46.438,-28.706,15.780
4423,57719,SomMotB_S2_7_LH,-49.646,-27.821,15.626
4424,57726,SomMotB_Ins_1_LH,-32.778,-26.973,17.758
4425,57817,TempPar_5_LH,-70.637,-28.369,2.213
4426,57838,DefaultB_Temp_7_LH,-51.497,-28.395,1.946
4427,57872,DefaultB_Temp_6_LH,-46.889,-27.603,-4.210
4428,57876,DefaultB_Temp_5_LH,-63.743,-25.992,-1.293
4429,57920,Background+FreeSurfer_Defined_Medial_Wall,-14.065,-27.585,-7.764
4430,57937,DefaultB_Temp_6_LH,-48.626,-27.280,-7.395
4431,57951,Background+FreeSurfer_Defined_Medial_Wall,-30.361,-27.323,-8.719
4432,57961,DefaultB_Temp_6_LH,-52.545,-27.027,-7.997
4433,57964,DefaultB_Temp_5_LH,-55.062,-26.243,-7.477
4434,57971,Background+FreeSurfer_Defined_Medial_Wall,-39.309,-28.101,-9.869
4435,57989,Background+FreeSurfer_Defined_Medial_Wall,-19.305,-28.484,-12.173
4436,58001,Background+FreeSurfer_Defined_Medial_Wall,-17.118,-27.369,-13.242
4437,58017,Background+FreeSurfer_Defined_Medial_Wall,-16.684,-27.748,-14.605
4438,58038,ContB_Temp_1_LH,-69.405,-30.970,-11.674
4439,58097,DefaultC_PHC_1_LH,-20.239,-30.117,-21.619
4440,58111,ContB_Temp_1_LH,-68.678,-28.040,-22.024
4441,58116,DefaultC_PHC_1_LH,-25.815,-30.421,-21.776
4442,58124,DefaultC_PHC_1_LH,-23.438,-30.063,-23.345
4443,58125,DefaultC_PHC_1_LH,-24.647,-30.505,-22.677
4444,58135,DefaultC_PHC_2_LH,-33.621,-26.688,-22.078
4445,58139,DefaultB_Temp_2_LH,-57.947,-27.468,-19.531
4446,58142,DefaultC_PHC_2_LH,-29.545,-26.129,-25.872
4447,58145,LimbicA_TempPole_10_LH,-42.497,-29.778,-25.394
4448,58148,DefaultB_Temp_2_LH,-59.802,-27.525,-20.848
4449,58164,LimbicA_TempPole_10_LH,-42.765,-29.967,-27.726
4450,58179,LimbicA_TempPole_10_LH,-33.495,-27.531,-30.554
4451,58186,LimbicA_TempPole_8_LH,-66.077,-28.546,-26.163
4452,58193,SomMotA_28_LH,-8.579,-27.816,78.675
4453,58205,SomMotA_28_LH,-13.100,-27.234,75.046
4454,58226,SomMotA_16_LH,-33.787,-26.365,71.622
4455,58255,SomMotA_16_LH,-33.974,-25.994,68.460
4456,58279,SomMotA_16_LH,-30.057,-26.124,66.407
4457,58286,SomMotA_7_LH,-47.470,-26.595,66.700
4458,58291,SomMotA_16_LH,-30.174,-26.229,64.555
4459,58314,SomMotA_16_LH,-28.083,-26.084,62.638
4460,58326,SomMotA_20_LH,-16.453,-27.552,62.293
4461,58370,SomMotA_16_LH,-27.586,-25.585,59.739
4462,58378,SomMotA_13_LH,-5.728,-25.777,58.440
4463,58380,SomMotA_20_LH,-20.162,-27.967,58.791
4464,58386,SomMotA_16_LH,-29.591,-25.944,58.434
4465,58452,SomMotA_4_LH,-49.609,-28.599,52.190
4466,58455,SomMotA_13_LH,-1.566,-26.593,53.802
4467,58470,SomMotA_8_LH,-35.888,-25.057,52.834
4468,58479,SomMotA_16_LH,-30.233,-25.854,52.314
4469,58481,SomMotA_16_LH,-31.578,-26.142,51.849
4470,58499,SomMotA_8_LH,-35.050,-25.018,51.096
4471,58509,SomMotA_4_LH,-46.948,-28.899,48.235
4472,58530,DorsAttnB_PostC_3_LH,-57.373,-24.447,49.353
4473,58538,DorsAttnB_PostC_3_LH,-64.820,-25.741,47.379
4474,58540,SalVentAttnA_ParMed_3_LH,-13.815,-27.236,43.473
4475,58542,DorsAttnB_PostC_5_LH,-45.048,-29.111,44.122
4476,58550,DorsAttnB_PostC_5_LH,-42.802,-29.769,42.670
4477,58562,DorsAttnB_PostC_5_LH,-41.519,-29.861,42.011
4478,58608,DorsAttnB_PostC_5_LH,-39.092,-29.230,40.349
4479,58612,DorsAttnB_PostC_3_LH,-50.322,-23.392,41.702
4480,58620,SalVentAttnA_ParMed_2_LH,-10.694,-25.612,42.115
4481,58629,DorsAttnB_PostC_3_LH,-53.030,-24.780,39.720
4482,58642,DorsAttnB_PostC_5_LH,-41.417,-28.491,39.344
4483,58663,DorsAttnB_PostC_4_LH,-45.610,-25.366,39.884
4484,58674,SalVentAttnA_ParOper_5_LH,-66.314,-29.825,36.987
4485,58689,DorsAttnB_PostC_3_LH,-52.029,-24.784,37.679
4486,58700,SalVentAttnA_ParOper_5_LH,-65.610,-30.025,35.055
4487,58705,SalVentAttnA_ParOper_5_LH,-61.406,-29.158,33.945
4488,58743,SalVentAttnA_ParOper_3_LH,-68.554,-29.768,28.783
4489,58754,Background+FreeSurfer_Defined_Medial_Wall,-3.109,-26.903,25.694
4490,58767,SalVentAttnA_ParOper_3_LH,-54.483,-30.147,24.087
4491,58772,SalVentAttnA_ParOper_3_LH,-60.642,-30.820,23.589
4492,58797,SalVentAttnA_ParOper_3_LH,-68.504,-29.385,22.573
4493,58805,SalVentAttnA_ParOper_3_LH,-55.124,-30.491,21.775
4494,58813,SalVentAttnA_ParOper_3_LH,-65.196,-29.011,20.858
4495,58820,SomMotB_S2_3_LH,-34.689,-27.250,20.518
4496,58845,SalVentAttnA_ParOper_3_LH,-57.815,-29.856,19.376
4497,58851,SomMotB_S2_7_LH,-44.958,-26.941,15.847
4498,58855,SalVentAttnA_ParOper_3_LH,-52.409,-29.136,16.886
4499,58857,SalVentAttnA_ParOper_3_LH,-54.841,-29.250,17.589
4500,58878,Background+FreeSurfer_Defined_Medial_Wall,-3.944,-26.846,16.628
4501,58902,SomMotB_Ins_1_LH,-38.666,-25.806,16.340
4502,58908,SomMotB_Ins_1_LH,-33.448,-25.129,14.539
4503,58909,SomMotB_Ins_1_LH,-34.163,-25.010,14.897
4504,58927,SomMotB_Aud_4_LH,-69.767,-27.194,13.889
4505,58934,SomMotB_Aud_4_LH,-52.214,-25.465,13.011
4506,58958,SomMotB_Aud_5_LH,-48.521,-24.883,11.076
4507,58959,SomMotB_Aud_4_LH,-71.385,-27.226,8.287
4508,58991,TempPar_2_LH,-57.483,-27.633,2.290
4509,59007,DefaultB_Temp_7_LH,-47.431,-28.156,0.432
4510,59021,Background+FreeSurfer_Defined_Medial_Wall,-8.505,-26.792,-1.296
4511,59023,DefaultB_Temp_6_LH,-46.855,-27.510,-1.137
4512,59039,DefaultB_Temp_5_LH,-61.573,-25.178,-2.207
4513,59043,DefaultB_Temp_5_LH,-68.194,-24.507,-1.210
4514,59067,Background+FreeSurfer_Defined_Medial_Wall,-32.638,-26.463,-6.038
4515,59089,DefaultB_Temp_5_LH,-59.566,-24.428,-5.859
4516,59091,ContB_Temp_1_LH,-68.539,-29.915,-10.693
4517,59101,Background+FreeSurfer_Defined_Medial_Wall,-26.357,-26.545,-8.723
4518,59109,DefaultB_Temp_6_LH,-49.114,-26.469,-8.287
4519,59154,Background+FreeSurfer_Defined_Medial_Wall,-19.399,-27.524,-13.551
4520,59157,Background+FreeSurfer_Defined_Medial_Wall,-21.978,-26.837,-13.187
4521,59172,Background+FreeSurfer_Defined_Medial_Wall,-25.632,-27.354,-14.261
4522,59174,Background+FreeSurfer_Defined_Medial_Wall,-30.807,-27.697,-14.815
4523,59187,Background+FreeSurfer_Defined_Medial_Wall,-17.007,-27.242,-16.078
4524,59205,DefaultC_PHC_1_LH,-17.401,-27.715,-18.277
4525,59210,DefaultC_PHC_2_LH,-33.913,-27.981,-18.782
4526,59234,LimbicA_TempPole_10_LH,-44.292,-27.353,-20.444
4527,59262,LimbicA_TempPole_10_LH,-44.065,-28.693,-22.936
4528,59275,LimbicA_TempPole_10_LH,-41.596,-28.065,-22.809
4529,59295,LimbicA_TempPole_10_LH,-29.693,-25.212,-29.091
4530,59318,LimbicA_TempPole_8_LH,-62.253,-28.114,-29.061
4531,59319,LimbicA_TempPole_8_LH,-65.041,-28.005,-27.591
4532,59321,SomMotA_25_LH,-7.312,-26.537,79.520
4533,59332,SomMotA_28_LH,-11.233,-26.665,78.471
4534,59353,SomMotA_28_LH,-15.073,-26.181,74.458
4535,59372,SomMotA_24_LH,-1.182,-26.290,67.281
4536,59382,SomMotA_7_LH,-43.118,-25.725,69.041
4537,59393,SomMotA_16_LH,-40.636,-24.929,68.158
4538,59404,SomMotA_20_LH,-20.365,-26.981,66.375
4539,59408,SomMotA_16_LH,-39.889,-24.917,67.049
4540,59414,SomMotA_24_LH,-1.916,-25.588,64.595
4541,59417,SomMotA_20_LH,-16.248,-27.274,65.312
4542,59419,SomMotA_20_LH,-17.579,-26.923,65.115
4543,59422,SomMotA_20_LH,-22.581,-26.755,64.813
4544,59437,SomMotA_16_LH,-39.546,-25.228,65.038
4545,59459,SomMotA_20_LH,-21.040,-27.108,62.323
4546,59462,SomMotA_9_LH,-51.340,-26.470,63.379
4547,59479,SomMotA_20_LH,-18.225,-27.502,60.792
4548,59484,SomMotA_20_LH,-22.717,-26.552,59.798
4549,59510,SomMotA_16_LH,-39.341,-25.410,57.393
4550,59524,SomMotA_20_LH,-22.661,-26.918,56.720
4551,59537,SomMotA_16_LH,-25.359,-25.079,54.605
4552,59553,SomMotA_16_LH,-27.641,-24.856,54.014
4553,59557,SomMotA_4_LH,-50.195,-27.591,51.261
4554,59560,SomMotA_13_LH,-1.669,-25.922,51.018
4555,59566,SomMotA_8_LH,-37.752,-24.364,52.346
4556,59569,SomMotA_13_LH,-3.220,-26.405,49.259
4557,59583,SalVentAttnA_ParMed_5_LH,-9.752,-26.727,48.627
4558,59596,SalVentAttnA_ParMed_5_LH,-11.383,-26.676,47.349
4559,59604,SomMotA_4_LH,-47.965,-27.885,48.307
4560,59606,DorsAttnB_PostC_3_LH,-61.323,-24.710,50.737
4561,59638,DorsAttnB_PostC_5_LH,-45.733,-27.593,43.815
4562,59640,DorsAttnB_PostC_3_LH,-57.694,-23.948,46.113
4563,59659,DefaultA_pCunPCC_7_LH,-1.359,-24.871,45.303
4564,59664,DorsAttnB_PostC_5_LH,-43.885,-27.342,41.148
4565,59670,DefaultA_pCunPCC_7_LH,-6.588,-24.491,45.015
4566,59676,DorsAttnB_PostC_3_LH,-55.336,-24.681,41.282
4567,59687,DorsAttnB_PostC_3_LH,-56.948,-24.135,40.782
4568,59689,SalVentAttnA_ParOper_5_LH,-67.542,-26.618,40.890
4569,59710,SalVentAttnA_ParOper_5_LH,-67.771,-27.980,38.655
4570,59749,SalVentAttnA_ParOper_5_LH,-68.615,-27.286,35.576
4571,59759,SalVentAttnA_ParOper_5_LH,-68.073,-28.322,35.192
4572,59768,SalVentAttnA_ParOper_5_LH,-65.875,-29.380,33.191
4573,59786,ContC_Cingp_2_LH,-3.202,-25.456,28.203
4574,59805,ContC_Cingp_2_LH,-6.444,-26.457,28.239
4575,59810,ContC_Cingp_2_LH,-3.555,-25.884,28.152
4576,59841,SalVentAttnA_ParOper_3_LH,-68.743,-26.039,21.142
4577,59849,SomMotB_S2_7_LH,-43.583,-24.115,18.652
4578,59854,SalVentAttnA_ParOper_3_LH,-62.033,-28.297,19.365
4579,59866,SomMotB_S2_7_LH,-46.017,-24.795,16.214
4580,59875,SalVentAttnA_ParOper_3_LH,-65.833,-26.114,18.725
4581,59879,SomMotB_S2_7_LH,-50.154,-25.021,15.063
4582,59885,SalVentAttnA_ParOper_3_LH,-59.984,-27.200,17.267
4583,59895,SalVentAttnA_ParOper_3_LH,-55.509,-26.472,15.974
4584,59899,Background+FreeSurfer_Defined_Medial_Wall,-1.275,-26.122,17.395
4585,59901,Background+FreeSurfer_Defined_Medial_Wall,-3.251,-25.548,17.121
4586,59927,SomMotB_Ins_1_LH,-41.751,-25.766,15.357
4587,59931,SomMotB_Ins_1_LH,-33.516,-24.738,12.692
4588,59936,SomMotB_Aud_4_LH,-68.191,-25.672,15.539
4589,59955,SomMotB_Ins_1_LH,-33.610,-24.474,10.786
4590,59978,Background+FreeSurfer_Defined_Medial_Wall,-5.532,-25.812,8.837
4591,60003,SomMotB_Aud_5_LH,-47.115,-25.116,8.581
4592,60013,TempPar_5_LH,-71.239,-25.558,4.829
4593,60014,Background+FreeSurfer_Defined_Medial_Wall,-5.457,-25.852,5.527
4594,60041,Background+FreeSurfer_Defined_Medial_Wall,-6.143,-25.984,2.321
4595,60048,Background+FreeSurfer_Defined_Medial_Wall,-7.203,-25.781,0.426
4596,60071,DefaultB_Temp_6_LH,-47.413,-26.328,-4.239
4597,60081,DefaultB_Temp_5_LH,-64.392,-23.789,-3.258
4598,60096,Background+FreeSurfer_Defined_Medial_Wall,-12.327,-25.426,-7.602
4599,60131,Background+FreeSurfer_Defined_Medial_Wall,-30.713,-25.110,-7.220
4600,60136,Background+FreeSurfer_Defined_Medial_Wall,-36.190,-25.905,-8.853
4601,60139,DefaultB_Temp_6_LH,-48.224,-25.681,-7.930
4602,60163,Background+FreeSurfer_Defined_Medial_Wall,-39.855,-26.428,-11.543
4603,60175,ContB_Temp_1_LH,-70.486,-29.421,-11.080
4604,60194,Background+FreeSurfer_Defined_Medial_Wall,-23.791,-26.160,-14.187
4605,60241,LimbicA_TempPole_10_LH,-43.287,-27.400,-19.707
4606,60266,DefaultB_Temp_2_LH,-63.607,-23.797,-22.323
4607,60283,ContB_Temp_1_LH,-68.175,-23.956,-23.212
4608,60291,DefaultC_PHC_2_LH,-29.381,-26.862,-20.585
4609,60303,DefaultC_PHC_1_LH,-26.921,-29.473,-22.844
4610,60304,DefaultC_PHC_2_LH,-34.658,-25.923,-21.012
4611,60307,LimbicA_TempPole_10_LH,-43.000,-27.916,-25.392
4612,60339,LimbicA_TempPole_10_LH,-42.291,-26.666,-24.785
4613,60340,LimbicA_TempPole_8_LH,-43.197,-27.331,-28.097
4614,60346,DefaultB_Temp_2_LH,-62.936,-26.228,-21.734
4615,60357,DefaultC_PHC_2_LH,-30.311,-24.256,-29.277
4616,60359,LimbicA_TempPole_8_LH,-50.092,-27.358,-29.054
4617,60366,LimbicA_TempPole_10_LH,-36.471,-25.848,-31.129
4618,60367,LimbicA_TempPole_10_LH,-40.093,-26.325,-30.391
4619,60379,SomMotA_25_LH,-6.495,-25.351,79.672
4620,60382,SomMotA_28_LH,-10.281,-25.507,79.821
4621,60385,SomMotA_25_LH,-4.437,-25.382,78.461
4622,60406,SomMotA_24_LH,-1.278,-25.544,72.349
4623,60409,SomMotA_28_LH,-16.839,-25.820,73.071
4624,60443,SomMotA_20_LH,-18.581,-26.329,68.762
4625,60447,SomMotA_20_LH,-23.332,-25.857,69.129
4626,60475,SomMotA_7_LH,-46.182,-24.695,67.527
4627,60511,SomMotA_13_LH,-5.324,-24.850,60.550
4628,60516,SomMotA_16_LH,-41.261,-24.434,60.621
4629,60531,SomMotA_10_LH,-33.575,-25.808,58.523
4630,60535,SomMotA_4_LH,-53.578,-26.343,59.863
4631,60542,SomMotA_16_LH,-40.522,-24.982,58.115
4632,60558,SomMotA_13_LH,-5.194,-25.153,57.346
4633,60643,SomMotA_8_LH,-38.818,-23.459,50.946
4634,60650,SomMotA_8_LH,-36.922,-24.432,49.202
4635,60686,DorsAttnB_PostC_3_LH,-60.020,-22.864,47.101
4636,60696,DorsAttnB_PostC_3_LH,-62.561,-21.978,46.480
4637,60699,SalVentAttnA_ParMed_3_LH,-14.923,-25.617,42.157
4638,60707,DefaultA_pCunPCC_7_LH,-3.783,-23.230,45.989
4639,60753,DorsAttnB_PostC_3_LH,-58.551,-22.622,39.661
4640,60758,SalVentAttnA_ParMed_1_LH,-13.855,-24.482,39.094
4641,60773,DorsAttnB_PostC_4_LH,-46.124,-24.060,39.548
