vertex,fsaverage_vertex,parcel,mni152_r,mni152_a,mni152_s
11716,146305,DorsAttnB_PostC_10_LH,-9.759,-48.141,76.667
11717,146317,DefaultA_PFCm_5_LH,-21.889,69.620,15.627
11718,146324,SomMotA_26_LH,-17.962,-34.560,77.908
11719,146328,DorsAttnA_TempOcc_5_LH,-42.421,-64.226,3.130
11720,146337,VisCent_ExStr_5_LH,-48.397,-83.340,-3.830
11721,146342,SomMotA_5_LH,-41.828,-12.429,51.841
11722,146345,DorsAttnA_SPL_9_LH,-34.208,-53.947,53.735
11723,146357,DefaultA_pCunPCC_6_LH,-1.129,-63.610,30.488
11724,146382,DefaultA_pCunPCC_7_LH,-0.855,-29.112,36.391
11725,146383,DefaultB_Temp_4_LH,-59.234,2.807,-15.506
11726,146394,LimbicA_TempPole_4_LH,-49.947,17.030,-35.575
11727,146397,DefaultA_IPL_4_LH,-41.719,-56.516,56.638
11728,146402,SomMotB_Ins_1_LH,-32.449,-24.111,14.099
11729,146403,SomMotA_6_LH,-0.761,-6.756,53.959
11730,146417,SomMotB_S2_6_LH,-59.190,-4.333,7.084
11731,146451,ContA_Temp_2_LH,-59.508,-53.637,2.442
11732,146454,LimbicA_TempPole_8_LH,-58.644,-35.918,-28.548
11733,146510,SomMotB_Aud_2_LH,-57.023,-12.870,7.411
11734,146513,VisCent_Striate_3_LH,-4.591,-100.565,2.745
11735,146516,SomMotA_2_LH,-4.505,-5.328,44.777
11736,146518,SomMotA_19_LH,-18.733,-11.617,66.503
11737,146526,SomMotA_8_LH,-36.869,-18.784,46.282
11738,146541,SomMotB_Aud_5_LH,-46.356,-19.698,12.688
11739,146549,TempPar_2_LH,-62.020,-11.249,-7.108
11740,146560,DorsAttnA_SPL_11_LH,-28.899,-61.019,61.295
11741,146570,DefaultB_PFCd_4_LH,-16.318,52.196,40.441
11742,146584,ContC_pCun_5_LH,-2.113,-60.262,52.745
11743,146642,VisPeri_ExStrInf_4_LH,-12.064,-41.874,-2.151
11744,146653,DefaultA_IPL_2_LH,-41.691,-69.190,46.639
11745,146664,DefaultA_PFCm_3_LH,-5.526,71.255,1.539
11746,146672,VisCent_ExStr_1_LH,-29.518,-65.551,-17.165
11747,146674,DorsAttnA_SPL_9_LH,-31.203,-48.286,42.431
11748,146676,VisCent_ExStr_1_LH,-32.595,-52.822,-19.497
11749,146698,VisCent_ExStr_8_LH,-20.776,-101.452,-13.314
11750,146701,DefaultB_PFCd_4_LH,-23.843,44.058,36.863
11751,146707,DorsAttnA_ParOcc_3_LH,-58.604,-67.286,23.142
11752,146721,SomMotB_Cent_5_LH,-58.796,-15.083,34.756
11753,146727,DorsAttnA_TempOcc_3_LH,-49.579,-68.007,-18.899
11754,146734,Background+FreeSurfer_Defined_Medial_Wall,-4.140,-24.098,3.928
11755,146767,DefaultB_PFCd_5_LH,-1.888,41.224,50.938
11756,146800,LimbicA_TempPole_3_LH,-27.858,-9.564,-36.743
11757,146821,DefaultB_PFCv_3_LH,-42.471,29.561,-17.709
11758,146856,SalVentAttnA_Ins_3_LH,-36.310,18.613,3.865
11759,146877,DorsAttnA_TempOcc_2_LH,-25.915,-38.194,-14.657
11760,146883,SomMotA_1_LH,-60.506,-16.662,51.491
11761,146886,DefaultC_Rsp_3_LH,-15.752,-61.911,20.372
11762,146913,DorsAttnA_TempOcc_3_LH,-40.991,-62.805,-4.369
11763,146915,TempPar_2_LH,-66.442,-16.205,-5.439
11764,146917,ContB_IPL_4_LH,-34.402,-62.837,44.829
11765,146927,VisPeri_ExStrSup_4_LH,-1.556,-88.152,27.744
11766,146969,DefaultA_PFCm_6_LH,-1.924,49.037,16.238
11767,146991,ContC_Cingp_1_LH,-1.739,-37.807,26.119
11768,147003,DorsAttnA_TempOcc_3_LH,-42.267,-51.490,-12.471
11769,147004,DefaultB_Temp_1_LH,-50.688,-1.772,-33.031
11770,147010,VisPeri_StriCal_1_LH,-6.747,-62.831,10.263
11771,147034,DefaultA_PFCm_3_LH,-7.593,73.843,7.958
11772,147053,DefaultB_PFCd_3_LH,-3.875,65.101,28.127
11773,147058,ContB_PFCl_1_LH,-49.104,25.323,42.709
11774,147062,VisCent_ExStr_1_LH,-30.311,-71.251,-17.892
11775,147079,ContA_IPS_6_LH,-40.339,-38.908,40.732
11776,147088,SalVentAttnB_PFCmp_2_LH,-1.125,28.607,36.724
11777,147092,DefaultB_PFCd_4_LH,-16.103,54.133,41.017
11778,147112,ContA_PFCd_2_LH,-27.716,13.883,51.630
11779,147120,ContC_Cingp_2_LH,-2.193,-15.819,29.466
11780,147157,SomMotA_25_LH,-5.753,-10.637,77.535
11781,147174,VisCent_ExStr_1_LH,-26.232,-63.595,-16.935
11782,147194,DorsAttnA_TempOcc_3_LH,-46.247,-55.678,-15.106
11783,147195,DefaultA_PFCm_8_LH,-6.202,39.045,24.561
11784,147215,Background+FreeSurfer_Defined_Medial_Wall,-1.763,-36.535,22.975
11785,147231,SalVentAttnA_ParOper_4_LH,-62.572,-18.143,23.584
11786,147238,SomMotB_Cent_2_LH,-69.509,-13.169,19.771
11787,147240,SalVentAttnA_Ins_3_LH,-42.110,10.359,-0.004
11788,147260,SomMotA_26_LH,-20.688,-39.867,66.773
11789,147287,SalVentAttnB_PFCl_2_LH,-25.137,53.480,19.096
11790,147312,ContB_PFClv_2_LH,-35.168,66.366,-4.158
11791,147317,DorsAttnA_ParOcc_3_LH,-58.123,-67.861,12.238
11792,147329,DefaultB_PFCv_4_LH,-52.620,32.689,-10.638
11793,147349,VisCent_ExStr_8_LH,-20.889,-103.789,0.481
11794,147387,LimbicA_TempPole_1_LH,-34.444,9.325,-38.147
11795,147393,DefaultB_PFCv_2_LH,-38.239,37.528,-13.537
11796,147411,LimbicA_TempPole_6_LH,-23.669,12.184,-31.149
11797,147416,DorsAttnA_SPL_8_LH,-30.639,-65.561,62.939
11798,147422,DefaultB_PFCv_3_LH,-37.764,20.752,-21.819
11799,147431,VisPeri_ExStrInf_4_LH,-10.291,-48.358,0.283
11800,147433,LimbicA_TempPole_9_LH,-33.035,23.293,-31.480
11801,147438,LimbicA_TempPole_8_LH,-49.137,-38.877,-23.888
11802,147444,ContA_Temp_2_LH,-61.593,-64.649,6.398
11803,147456,DefaultC_PHC_3_LH,-32.018,-48.102,-7.452
11804,147501,Background+FreeSurfer_Defined_Medial_Wall,-29.201,1.020,-19.202
11805,147532,DefaultC_Rsp_3_LH,-15.378,-59.104,20.438
11806,147542,VisCent_ExStr_4_LH,-19.974,-70.063,-9.316
11807,147544,TempPar_4_LH,-52.385,-41.350,7.584
11808,147555,LimbicA_TempPole_8_LH,-52.015,-23.670,-31.389
11809,147568,TempPar_6_LH,-63.095,-60.201,12.200
11810,147575,ContA_PFCl_4_LH,-41.263,20.469,27.902
11811,147585,Background+FreeSurfer_Defined_Medial_Wall,-26.193,-1.541,-30.555
11812,147607,DorsAttnA_SPL_10_LH,-24.757,-69.274,64.031
11813,147653,VisPeri_ExStrInf_3_LH,-9.263,-76.585,-7.139
11814,147681,VisPeri_ExStrSup_2_LH,-3.794,-67.606,22.940
11815,147686,DefaultB_Temp_1_LH,-54.114,-6.047,-30.968
11816,147688,VisPeri_ExStrSup_3_LH,-17.308,-62.465,19.664
11817,147690,SomMotB_Cent_4_LH,-64.437,5.037,28.476
11818,147707,DefaultB_PFCv_6_LH,-53.734,43.569,-3.485
11819,147708,ContC_pCun_6_LH,-1.247,-49.883,63.054
11820,147709,SalVentAttnB_PFCl_2_LH,-39.003,40.633,27.871
11821,147737,DefaultA_PFCd_3_LH,-26.378,24.324,58.774
11822,147762,TempPar_1_LH,-50.833,-4.625,-18.583
11823,147782,SomMotA_2_LH,-5.780,-7.264,43.321
11824,147795,DefaultB_Temp_1_LH,-54.633,-7.753,-30.593
11825,147803,Background+FreeSurfer_Defined_Medial_Wall,-3.498,-8.992,30.449
11826,147807,DefaultB_Temp_4_LH,-55.668,-22.601,-9.127
11827,147817,ContB_IPL_3_LH,-57.660,-48.158,49.971
11828,147842,SalVentAttnA_ParMed_4_LH,-11.231,-44.791,57.610
11829,147846,LimbicA_TempPole_10_LH,-37.888,-37.206,-26.976
11830,147850,TempPar_3_LH,-68.653,-49.480,0.831
11831,147852,DefaultB_PFCv_5_LH,-49.333,31.499,-8.121
11832,147877,Background+FreeSurfer_Defined_Medial_Wall,-0.090,-6.391,16.255
11833,147882,DorsAttnA_SPL_6_LH,-11.178,-71.102,50.720
11834,147895,LimbicB_OFC_7_LH,-32.864,46.360,-19.485
11835,147899,TempPar_2_LH,-62.480,-25.769,2.021
11836,147920,DorsAttnB_PostC_5_LH,-42.011,-30.400,39.996
11837,147922,VisPeri_ExStrInf_5_LH,-20.398,-59.778,5.060
11838,147934,ContA_Temp_2_LH,-63.395,-60.335,6.845
11839,147973,DefaultA_PFCm_4_LH,-1.553,47.560,5.234
11840,147975,DefaultA_IPL_2_LH,-45.595,-66.918,44.083
11841,148054,VisCent_ExStr_3_LH,-25.148,-53.427,-10.526
11842,148065,DorsAttnA_TempOcc_1_LH,-43.162,-42.535,-18.745
11843,148075,DorsAttnA_SPL_10_LH,-26.584,-72.719,54.910
11844,148081,DefaultC_PHC_1_LH,-32.393,-21.192,-31.609
11845,148090,VisCent_ExStr_8_LH,-36.468,-95.706,1.591
11846,148103,DefaultB_Temp_1_LH,-60.725,-5.643,-33.481
11847,148121,DefaultC_Rsp_4_LH,-18.424,-63.453,28.119
11848,148140,DefaultB_PFCd_6_LH,-14.601,21.391,64.649
11849,148155,ContB_PFClv_2_LH,-26.423,54.513,-3.597
11850,148178,ContA_Temp_1_LH,-52.218,-59.721,-11.203
11851,148185,DefaultA_PFCm_4_LH,-1.536,45.396,14.140
11852,148187,DefaultA_pCunPCC_9_LH,-11.553,-48.901,32.580
11853,148222,SalVentAttnA_ParMed_2_LH,-13.730,-39.500,49.198
11854,148229,LimbicB_OFC_3_LH,-27.891,38.149,-10.748
11855,148251,SomMotB_Aud_1_LH,-51.207,13.457,-6.378
11856,148263,DefaultA_PFCm_6_LH,-6.884,53.249,22.810
11857,148304,LimbicA_TempPole_9_LH,-38.123,21.647,-43.295
11858,148325,VisPeri_ExStrSup_4_LH,-7.349,-80.152,21.502
11859,148328,DorsAttnA_TempOcc_3_LH,-43.850,-65.093,-7.492
11860,148348,SalVentAttnB_PFCmp_2_LH,-11.555,27.689,31.073
11861,148352,VisCent_ExStr_1_LH,-42.041,-65.466,-19.986
11862,148354,SomMotA_7_LH,-49.506,-19.476,64.454
11863,148395,VisPeri_ExStrInf_2_LH,-5.450,-57.361,1.927
11864,148412,DefaultC_PHC_4_LH,-17.782,-37.247,-14.495
11865,148417,ContA_PFClv_2_LH,-55.713,38.436,11.820
11866,148438,DefaultA_PFCm_6_LH,-2.078,67.203,13.570
11867,148447,VisPeri_ExStrSup_6_LH,-13.119,-89.491,28.840
11868,148468,VisCent_ExStr_10_LH,-38.618,-86.763,6.603
11869,148494,DefaultC_IPL_1_LH,-50.589,-77.706,25.379
11870,148524,TempPar_2_LH,-56.239,-16.133,-5.305
11871,148528,DefaultB_Temp_2_LH,-68.721,-10.292,-19.987
11872,148553,DefaultA_PFCm_8_LH,-3.723,37.328,26.751
11873,148556,ContB_IPL_1_LH,-49.789,-48.063,42.019
11874,148581,DefaultA_PFCm_8_LH,-10.257,39.836,25.603
11875,148608,VisPeri_ExStrInf_2_LH,-18.617,-55.815,-12.832
11876,148620,VisCent_ExStr_16_LH,-31.922,-75.559,21.366
11877,148625,VisCent_ExStr_17_LH,-30.553,-78.055,26.445
11878,148650,ContB_IPL_2_LH,-57.489,-48.821,47.423
11879,148666,VisCent_ExStr_3_LH,-24.324,-62.178,-15.863
11880,148684,DefaultB_PFCl_1_LH,-50.170,9.046,43.742
11881,148728,LimbicA_TempPole_8_LH,-44.901,-22.951,-30.012
11882,148731,DefaultA_PFCd_1_LH,-31.553,47.645,33.727
11883,148789,Background+FreeSurfer_Defined_Medial_Wall,-6.696,-27.868,11.939
11884,148790,DorsAttnA_SPL_8_LH,-32.203,-68.294,57.515
11885,148797,LimbicA_TempPole_3_LH,-19.211,-9.692,-27.787
11886,148798,Background+FreeSurfer_Defined_Medial_Wall,-0.107,28.431,10.087
11887,148799,Background+FreeSurfer_Defined_Medial_Wall,-1.704,-23.745,-7.454
11888,148836,SomMotB_S2_6_LH,-54.789,-5.518,7.753
11889,148858,SalVentAttnA_FrMed_4_LH,-2.450,7.578,65.424
11890,148873,Background+FreeSurfer_Defined_Medial_Wall,-39.831,-20.510,-15.732
11891,148896,Background+FreeSurfer_Defined_Medial_Wall,-17.952,-25.488,-16.233
11892,148933,DorsAttnA_TempOcc_6_LH,-44.747,-60.930,11.953
11893,148934,ContB_Temp_1_LH,-62.577,-38.160,-13.531
11894,148951,VisCent_Striate_1_LH,-1.008,-80.540,-6.788
11895,148955,Background+FreeSurfer_Defined_Medial_Wall,-25.580,-9.858,-29.618
11896,148984,DefaultA_PFCd_3_LH,-20.859,30.703,38.338
11897,148991,ContB_IPL_4_LH,-34.804,-66.221,50.529
11898,149000,TempPar_6_LH,-58.407,-51.438,15.997
11899,149006,ContA_IPS_5_LH,-38.172,-43.519,37.739
11900,149007,TempPar_3_LH,-63.358,-47.104,11.241
11901,149009,VisPeri_ExStrSup_1_LH,-24.118,-65.731,5.294
11902,149026,DorsAttnA_SPL_5_LH,-27.107,-67.824,49.240
11903,149053,SomMotB_Ins_1_LH,-35.907,-19.355,8.444
11904,149064,ContB_Temp_2_LH,-63.065,-46.974,-11.199
11905,149075,DefaultA_pCunPCC_11_LH,-8.074,-51.927,42.724
11906,149099,DorsAttnA_SPL_9_LH,-29.057,-51.994,55.450
11907,149148,DefaultA_IPL_3_LH,-31.046,-80.368,42.479
11908,149152,Background+FreeSurfer_Defined_Medial_Wall,-2.638,2.435,-12.599
11909,149167,DorsAttnA_TempOcc_1_LH,-46.458,-50.607,-24.798
11910,149172,Background+FreeSurfer_Defined_Medial_Wall,-13.795,-29.595,-5.193
11911,149185,ContB_Temp_2_LH,-67.087,-47.436,-9.700
11912,149220,DorsAttnB_PostC_8_LH,-1.234,-58.964,58.795
11913,149222,DefaultB_Temp_7_LH,-54.580,-35.294,6.035
11914,149240,DefaultC_IPL_1_LH,-51.128,-76.568,21.016
11915,149248,DorsAttnB_FEF_4_LH,-24.035,-8.633,65.937
11916,149293,SalVentAttnB_Ins_2_LH,-29.903,28.507,-2.850
11917,149313,DefaultC_IPL_2_LH,-44.879,-76.356,36.886
11918,149315,DefaultA_pCunPCC_11_LH,-1.225,-59.445,44.128
11919,149327,LimbicA_TempPole_8_LH,-55.381,-41.438,-20.942
11920,149363,DefaultA_PFCm_5_LH,-22.487,58.119,6.582
11921,149374,ContA_PFClv_1_LH,-50.062,45.989,9.192
11922,149413,LimbicA_TempPole_8_LH,-49.867,-39.784,-27.717
11923,149419,DefaultC_IPL_2_LH,-30.277,-81.649,38.934
11924,149424,DefaultB_IPL_2_LH,-48.085,-58.666,33.804
11925,149475,SomMotA_17_LH,-24.838,-49.718,74.665
11926,149480,DorsAttnA_TempOcc_5_LH,-49.451,-60.965,-1.212
11927,149546,Background+FreeSurfer_Defined_Medial_Wall,-21.885,-36.580,5.888
11928,149570,TempPar_8_LH,-56.490,-50.385,19.917
11929,149573,DefaultB_IPL_2_LH,-51.078,-49.017,21.604
11930,149574,Background+FreeSurfer_Defined_Medial_Wall,-20.779,-34.996,5.807
11931,149599,DefaultB_IPL_3_LH,-60.487,-41.890,31.153
11932,149602,Background+FreeSurfer_Defined_Medial_Wall,-17.932,-36.305,3.766
11933,149628,VisCent_ExStr_6_LH,-22.765,-89.610,-12.505
11934,149642,Background+FreeSurfer_Defined_Medial_Wall,-21.430,-40.441,0.724
11935,149645,Background+FreeSurfer_Defined_Medial_Wall,-20.514,-35.986,2.596
11936,149663,ContA_Temp_2_LH,-61.307,-59.613,7.420
11937,149684,VisCent_ExStr_6_LH,-20.493,-87.550,-17.775
11938,149703,ContB_Temp_1_LH,-60.599,-34.800,-19.981
11939,149713,ContA_Temp_2_LH,-56.127,-55.162,0.962
11940,149720,TempPar_8_LH,-62.390,-43.497,24.464
11941,149739,DefaultB_IPL_3_LH,-61.149,-42.653,26.328
11942,149755,VisCent_ExStr_6_LH,-17.633,-90.429,-17.099
11943,149779,SalVentAttnA_ParOper_2_LH,-67.091,-43.479,28.268
11944,149781,SalVentAttnA_ParOper_2_LH,-69.057,-35.272,30.663
11945,149783,DefaultB_IPL_3_LH,-65.393,-41.407,31.763
11946,149787,VisCent_ExStr_13_LH,-9.757,-96.328,22.112
11947,149789,VisPeri_StriCal_4_LH,-21.672,-75.501,9.087
11948,149805,ContA_Temp_2_LH,-61.741,-55.933,2.487
11949,149808,SalVentAttnA_ParOper_2_LH,-55.862,-38.669,29.119
11950,149830,DefaultB_IPL_2_LH,-57.699,-53.940,18.049
11951,149841,VisCent_Striate_2_LH,-7.470,-98.305,-1.114
11952,149851,ContA_Temp_2_LH,-58.834,-59.893,8.924
11953,149857,DefaultB_IPL_2_LH,-53.036,-51.710,18.246
11954,149865,VisPeri_StriCal_4_LH,-19.453,-74.221,9.178
11955,149867,TempPar_7_LH,-50.496,-48.790,22.952
11956,149894,ContB_Temp_1_LH,-66.340,-36.503,-18.205
11957,149921,Background+FreeSurfer_Defined_Medial_Wall,-14.373,-34.370,-0.804
11958,149926,SalVentAttnA_ParOper_2_LH,-65.137,-31.050,26.290
11959,149973,ContB_Temp_1_LH,-62.121,-34.983,-16.504
11960,149995,SalVentAttnA_ParOper_2_LH,-60.272,-35.568,26.488
11961,150037,DefaultB_IPL_3_LH,-63.639,-56.675,25.914
11962,150041,VisPeri_StriCal_4_LH,-20.980,-78.477,6.537
11963,150045,Background+FreeSurfer_Defined_Medial_Wall,-17.527,-39.674,1.301
11964,150082,VisPeri_StriCal_4_LH,-20.754,-78.255,4.370
11965,150096,Background+FreeSurfer_Defined_Medial_Wall,-19.730,-40.289,1.965
11966,150110,Background+FreeSurfer_Defined_Medial_Wall,-18.486,-35.068,6.710
11967,150116,VisCent_ExStr_6_LH,-23.288,-87.850,-10.260
11968,150119,VisCent_ExStr_6_LH,-18.177,-88.405,-13.438
11969,150121,VisCent_ExStr_6_LH,-20.892,-88.598,-12.673
11970,150165,ContB_IPL_3_LH,-52.437,-46.262,57.741
11971,150184,LimbicB_OFC_4_LH,-2.806,17.397,-16.318
11972,150194,SomMotA_11_LH,-7.183,-7.580,60.862
11973,150221,DefaultB_Temp_7_LH,-52.156,-33.472,0.893
11974,150228,DefaultB_PFCd_6_LH,-10.871,23.361,66.964
11975,150229,LimbicA_TempPole_9_LH,-39.230,15.035,-22.033
11976,150233,SomMotA_23_LH,-18.310,-28.619,71.435
11977,150235,ContA_PFCl_6_LH,-45.231,1.409,37.324
11978,150254,DefaultB_PFCl_1_LH,-50.722,11.400,47.429
11979,150281,SalVentAttnA_ParOper_2_LH,-59.746,-34.245,29.461
11980,150287,LimbicB_OFC_7_LH,-20.762,55.256,-18.866
11981,150289,Background+FreeSurfer_Defined_Medial_Wall,-9.484,-24.504,-4.345
11982,150294,SomMotA_29_LH,-15.797,-28.301,75.492
11983,150295,SomMotB_S2_2_LH,-40.061,-16.605,16.261
11984,150332,SalVentAttnA_FrOper_4_LH,-52.339,7.479,16.550
11985,150366,Background+FreeSurfer_Defined_Medial_Wall,-16.516,-23.634,-13.158
11986,150384,TempPar_4_LH,-53.581,-42.552,7.981
11987,150396,DorsAttnA_SPL_6_LH,-16.788,-66.475,49.349
11988,150426,DorsAttnA_SPL_6_LH,-14.424,-69.981,53.417
11989,150432,SalVentAttnA_FrMed_5_LH,-14.124,-8.036,78.138
11990,150446,TempPar_2_LH,-59.950,-19.093,-6.299
11991,150452,DorsAttnB_PostC_1_LH,-63.728,-19.159,27.660
11992,150460,ContA_PFClv_2_LH,-49.457,35.644,14.094
11993,150468,SomMotA_17_LH,-24.976,-46.151,74.926
11994,150504,SalVentAttnB_PFCl_1_LH,-50.534,39.197,14.746
11995,150529,SomMotB_Aud_1_LH,-64.985,1.697,-1.298
11996,150531,ContB_PFClv_1_LH,-40.916,51.987,-17.580
11997,150540,SomMotA_21_LH,-12.968,-44.128,67.863
11998,150560,DefaultB_Temp_2_LH,-64.947,-14.704,-27.376
11999,150601,SomMotA_9_LH,-37.140,-34.508,51.916
12000,150615,SomMotA_14_LH,-27.979,-8.074,66.932
12001,150626,SomMotA_3_LH,-45.481,-16.005,57.624
12002,150628,SomMotA_19_LH,-17.390,-15.522,69.204
12003,150631,LimbicA_TempPole_2_LH,-42.952,-17.445,-36.593
12004,150636,LimbicA_TempPole_8_LH,-48.570,-45.937,-24.223
12005,150646,ContC_pCun_3_LH,-3.529,-63.188,43.671
12006,150648,LimbicB_OFC_7_LH,-22.885,46.797,-13.506
12007,150654,SomMotA_10_LH,-41.618,-19.760,54.159
12008,150663,DorsAttnB_PostC_1_LH,-60.963,-21.064,26.508
12009,150704,VisPeri_ExStrSup_5_LH,-13.740,-76.769,28.216
12010,150714,DefaultC_PHC_4_LH,-25.403,-34.360,-16.253
12011,150722,Background+FreeSurfer_Defined_Medial_Wall,-16.802,-40.197,3.672
12012,150730,Background+FreeSurfer_Defined_Medial_Wall,-11.330,-24.356,-8.205
12013,150775,DorsAttnA_ParOcc_4_LH,-30.061,-81.004,23.050
12014,150779,VisCent_ExStr_11_LH,-31.562,-98.497,6.394
12015,150801,VisCent_ExStr_8_LH,-16.222,-97.658,-17.617
12016,150806,Background+FreeSurfer_Defined_Medial_Wall,-0.316,-22.442,24.886
12017,150815,VisCent_ExStr_17_LH,-29.039,-85.079,26.802
12018,150834,DefaultC_IPL_1_LH,-52.657,-74.311,28.470
12019,150838,ContB_Temp_2_LH,-58.787,-50.483,-9.835
12020,150862,Background+FreeSurfer_Defined_Medial_Wall,-1.162,-40.778,9.970
12021,150875,DefaultA_pCunPCC_8_LH,-2.838,-6.220,44.693
12022,150883,ContC_pCun_4_LH,-7.395,-64.694,56.234
12023,150893,DefaultA_PFCd_1_LH,-30.564,50.171,38.640
12024,150895,VisCent_ExStr_12_LH,-30.244,-86.022,5.451
12025,150909,LimbicA_TempPole_7_LH,-42.642,-14.477,-36.489
12026,150919,VisPeri_ExStrInf_2_LH,-9.306,-62.731,-1.476
12027,150928,VisPeri_StriCal_3_LH,-11.076,-83.588,3.204
12028,150930,LimbicA_TempPole_6_LH,-22.980,15.322,-45.627
12029,150934,DefaultB_IPL_2_LH,-56.122,-64.686,30.053
12030,150936,SalVentAttnB_PFCl_1_LH,-48.152,43.800,25.966
12031,150945,DefaultB_Temp_2_LH,-69.216,-16.421,-21.779
12032,150980,LimbicA_TempPole_1_LH,-29.237,-1.413,-51.297
12033,150995,SomMotA_4_LH,-52.696,-23.069,51.543
12034,151021,DefaultA_PFCd_2_LH,-37.414,38.464,45.784
12035,151023,ContA_Temp_2_LH,-59.398,-59.157,-1.908
12036,151037,SomMotB_Cent_3_LH,-58.851,-4.182,30.293
12037,151042,DorsAttnA_ParOcc_3_LH,-49.770,-67.858,16.513
12038,151047,DefaultB_IPL_3_LH,-60.623,-43.198,28.258
12039,151055,ContA_PFCl_3_LH,-48.639,5.915,22.468
12040,151056,ContA_PFCd_1_LH,-32.691,0.194,64.602
12041,151085,LimbicA_TempPole_3_LH,-39.609,-9.510,-41.318
12042,151095,LimbicB_OFC_9_LH,-9.700,68.258,-19.082
12043,151096,ContA_PFCd_2_LH,-25.716,11.878,61.822
12044,151141,Background+FreeSurfer_Defined_Medial_Wall,-8.527,-21.827,-18.059
12045,151166,VisCent_Striate_3_LH,-2.078,-94.686,-0.480
12046,151173,SomMotA_11_LH,-9.097,-7.292,59.724
12047,151185,ContC_pCun_1_LH,-12.888,-69.419,30.266
12048,151187,Background+FreeSurfer_Defined_Medial_Wall,-35.790,-23.175,-8.589
12049,151207,Background+FreeSurfer_Defined_Medial_Wall,-0.285,-13.959,8.967
12050,151214,DefaultA_PFCm_1_LH,-2.127,69.353,-3.526
12051,151219,VisCent_ExStr_9_LH,-42.337,-63.557,11.471
12052,151234,SalVentAttnB_PFCl_3_LH,-27.424,40.479,28.006
12053,151283,ContB_IPL_1_LH,-56.539,-47.964,38.029
12054,151289,DefaultA_PFCm_8_LH,-10.191,40.548,19.386
12055,151322,VisCent_Striate_1_LH,-9.597,-95.983,-10.585
12056,151338,LimbicB_OFC_5_LH,-9.139,64.759,-24.382
12057,151352,LimbicA_TempPole_8_LH,-60.690,-41.387,-24.237
12058,151364,DefaultC_PHC_2_LH,-31.531,-25.477,-25.154
12059,151386,TempPar_5_LH,-67.279,-27.932,0.281
12060,151395,VisCent_ExStr_6_LH,-8.813,-85.931,-18.369
12061,151411,VisCent_Striate_2_LH,-7.026,-102.726,-4.584
12062,151413,DorsAttnA_TempOcc_4_LH,-50.766,-66.980,-0.258
12063,151443,VisCent_Striate_2_LH,-7.370,-104.473,4.199
12064,151447,Background+FreeSurfer_Defined_Medial_Wall,-17.989,-26.807,-7.702
12065,151452,VisCent_ExStr_7_LH,-48.622,-82.808,-3.954
12066,151456,LimbicB_OFC_3_LH,-33.828,36.795,-20.665
12067,151476,SalVentAttnA_Ins_3_LH,-39.393,4.408,4.746
12068,151495,SomMotA_26_LH,-23.169,-49.106,73.565
12069,151500,SalVentAttnB_PFCmp_1_LH,-2.157,10.334,27.740
12070,151515,Background+FreeSurfer_Defined_Medial_Wall,-38.216,-8.424,-23.508
12071,151530,LimbicA_TempPole_9_LH,-33.296,15.077,-45.875
12072,151533,ContA_IPS_3_LH,-47.299,-39.129,49.989
12073,151535,SomMotA_16_LH,-34.249,-27.495,56.415
12074,151537,VisCent_ExStr_15_LH,-18.785,-87.784,24.500
12075,151544,Background+FreeSurfer_Defined_Medial_Wall,-33.698,-1.199,-22.838
12076,151546,LimbicA_TempPole_10_LH,-46.947,-38.831,-28.666
12077,151556,ContA_PFCl_2_LH,-48.932,30.235,21.506
12078,151570,LimbicA_TempPole_4_LH,-45.972,10.268,-29.945
12079,151586,Background+FreeSurfer_Defined_Medial_Wall,0.849,6.329,6.944
12080,151611,SalVentAttnB_Ins_1_LH,-29.412,24.647,-6.210
12081,151628,DefaultA_IPL_3_LH,-35.249,-74.576,53.400
12082,151652,ContA_Temp_1_LH,-62.546,-54.634,-17.413
12083,151658,LimbicA_TempPole_3_LH,-40.285,-16.030,-39.618
12084,151689,DefaultA_PFCm_4_LH,-11.307,44.939,15.020
12085,151728,TempPar_4_LH,-58.467,-43.376,13.302
12086,151732,SalVentAttnA_ParOper_4_LH,-63.468,-18.067,24.184
12087,151742,DefaultA_pCunPCC_8_LH,-1.103,-7.255,38.325
12088,151745,DefaultA_IPL_4_LH,-41.944,-61.935,56.894
12089,151746,LimbicB_OFC_2_LH,-10.796,18.249,-17.471
12090,151781,LimbicA_TempPole_1_LH,-23.439,4.716,-48.259
12091,151788,DorsAttnB_PostC_1_LH,-69.549,-20.517,29.373
12092,151802,ContA_PFCl_4_LH,-42.985,21.938,24.359
12093,151805,VisCent_ExStr_10_LH,-38.159,-93.088,-1.812
12094,151834,Background+FreeSurfer_Defined_Medial_Wall,-32.892,-30.225,-5.538
12095,151855,SalVentAttnA_FrMed_1_LH,-10.796,10.659,39.100
12096,151875,SomMotB_Aud_7_LH,-43.038,-32.979,18.558
12097,151897,DefaultA_pCunPCC_5_LH,-9.193,-46.914,34.954
12098,151911,ContA_PFCd_2_LH,-23.412,4.844,61.925
12099,151924,DefaultB_PFCd_4_LH,-14.908,46.388,50.386
12100,151942,LimbicA_TempPole_9_LH,-35.200,21.799,-28.333
12101,151947,DorsAttnA_SPL_2_LH,-28.475,-81.302,47.002
12102,151950,ContB_PFClv_3_LH,-29.452,63.515,5.533
